condition,agent,block,net_score
healthy,14,2,-0.03300000000000001
healthy,14,3,-0.005000000000000007
healthy,14,4,0.010999999999999996
healthy,14,5,0.010999999999999996
healthy,15,1,0.011000000000000005
healthy,15,2,-0.03300000000000001
healthy,15,3,-0.005000000000000007
healthy,15,4,0.010999999999999996
healthy,15,5,0.010999999999999996
healthy,16,1,0.011000000000000005
healthy,16,2,-0.03300000000000001
healthy,16,3,-0.005000000000000007
healthy,16,4,0.010999999999999996
healthy,16,5,0.010999999999999996
healthy,17,1,0.011000000000000005
healthy,17,2,-0.03300000000000001
healthy,17,3,-0.005000000000000007
healthy,17,4,0.010999999999999996
healthy,17,5,0.010999999999999996
healthy,18,1,0.011000000000000005
healthy,18,2,-0.03300000000000001
healthy,18,3,-0.005000000000000007
healthy,18,4,0.010999999999999996
healthy,18,5,0.010999999999999996
healthy,19,1,0.011000000000000005
healthy,19,2,-0.03300000000000001
healthy,19,3,-0.005000000000000007
healthy,19,4,0.010999999999999996
healthy,19,5,0.010999999999999996
healthy,20,1,0.011000000000000005
healthy,20,2,-0.03300000000000001
healthy,20,3,-0.005000000000000007
healthy,20,4,0.010999999999999996
healthy,20,5,0.010999999999999996
healthy,21,1,0.011000000000000005
healthy,21,2,-0.03300000000000001
healthy,21,3,-0.005000000000000007
healthy,21,4,0.010999999999999996
healthy,21,5,0.010999999999999996
healthy,22,1,0.011000000000000005
healthy,22,2,-0.03300000000000001
healthy,22,3,-0.005000000000000007
healthy,22,4,0.010999999999999996
healthy,22,5,0.010999999999999996
healthy,23,1,0.011000000000000005
healthy,23,2,-0.03300000000000001
healthy,23,3,-0.005000000000000007
healthy,23,4,0.010999999999999996
healthy,23,5,0.010999999999999996
healthy,24,1,0.011000000000000005
healthy,24,2,-0.03300000000000001
healthy,24,3,-0.005000000000000007
healthy,24,4,0.010999999999999996
healthy,24,5,0.010999999999999996
healthy,25,1,0.011000000000000005
healthy,25,2,-0.03300000000000001
healthy,25,3,-0.005000000000000007
healthy,25,4,0.010999999999999996
healthy,25,5,0.010999999999999996
healthy,26,1,0.011000000000000005
healthy,26,2,-0.03300000000000001
healthy,26,3,-0.005000000000000007
healthy,26,4,0.010999999999999996
healthy,26,5,0.010999999999999996
healthy,27,1,0.011000000000000005
healthy,27,2,-0.03300000000000001
healthy,27,3,-0.005000000000000007
healthy,27,4,0.010999999999999996
healthy,27,5,0.010999999999999996
healthy,28,1,0.011000000000000005
healthy,28,2,-0.03300000000000001
healthy,28,3,-0.005000000000000007
healthy,28,4,0.010999999999999996
healthy,28,5,0.010999999999999996
healthy,29,1,0.011000000000000005
healthy,29,2,-0.03300000000000001
healthy,29,3,-0.005000000000000007
healthy,29,4,0.010999999999999996
healthy,29,5,0.010999999999999996
healthy,30,1,0.011000000000000005
healthy,30,2,-0.03300000000000001
healthy,30,3,-0.005000000000000007
healthy,30,4,0.010999999999999996
healthy,30,5,0.010999999999999996
healthy,31,1,0.011000000000000005
healthy,31,2,-0.03300000000000001
healthy,31,3,-0.005000000000000007
healthy,31,4,0.010999999999999996
healthy,31,5,0.010999999999999996
healthy,32,1,0.011000000000000005
healthy,32,2,-0.03300000000000001
healthy,32,3,-0.005000000000000007
healthy,32,4,0.010999999999999996
healthy,32,5,0.010999999999999996
healthy,33,1,0.011000000000000005
healthy,33,2,-0.03300000000000001
healthy,33,3,-0.005000000000000007
healthy,33,4,0.010999999999999996
healthy,33,5,0.010999999999999996
healthy,34,1,0.011000000000000005
healthy,34,2,-0.03300000000000001
healthy,34,3,-0.005000000000000007
healthy,34,4,0.010999999999999996
healthy,34,5,0.010999999999999996
healthy,35,1,0.011000000000000005
healthy,35,2,-0.03300000000000001
healthy,35,3,-0.005000000000000007
healthy,35,4,0.010999999999999996
healthy,35,5,0.010999999999999996
healthy,36,1,0.011000000000000005
healthy,36,2,-0.03300000000000001
healthy,36,3,-0.005000000000000007
healthy,36,4,0.010999999999999996
healthy,36,5,0.010999999999999996
healthy,37,1,0.011000000000000005
healthy,37,2,-0.03300000000000001
healthy,37,3,-0.005000000000000007
healthy,37,4,0.010999999999999996
healthy,37,5,0.010999999999999996
healthy,38,1,0.011000000000000005
healthy,38,2,-0.03300000000000001
healthy,38,3,-0.005000000000000007
healthy,38,4,0.010999999999999996
healthy,38,5,0.010999999999999996
healthy,39,1,0.011000000000000005
healthy,39,2,-0.03300000000000001
healthy,39,3,-0.005000000000000007
healthy,39,4,0.010999999999999996
healthy,39,5,0.010999999999999996
healthy,40,1,0.011000000000000005
healthy,40,2,-0.03300000000000001
healthy,40,3,-0.005000000000000007
healthy,40,4,0.010999999999999996
healthy,40,5,0.010999999999999996
healthy,41,1,0.011000000000000005
healthy,41,2,-0.03300000000000001
healthy,41,3,-0.005000000000000007
healthy,41,4,0.010999999999999996
healthy,41,5,0.010999999999999996
healthy,42,1,0.011000000000000005
healthy,42,2,-0.03300000000000001
healthy,42,3,-0.005000000000000007
healthy,42,4,0.010999999999999996
healthy,42,5,0.010999999999999996
healthy,43,1,0.011000000000000005
healthy,43,2,-0.03300000000000001
healthy,43,3,-0.005000000000000007
healthy,43,4,0.010999999999999996
healthy,43,5,0.010999999999999996
healthy,44,1,0.011000000000000005
healthy,44,2,-0.03300000000000001
healthy,44,3,-0.005000000000000007
healthy,44,4,0.010999999999999996
healthy,44,5,0.010999999999999996
healthy,45,1,0.011000000000000005
healthy,45,2,-0.03300000000000001
healthy,45,3,-0.005000000000000007
healthy,45,4,0.010999999999999996
healthy,45,5,0.010999999999999996
healthy,46,1,0.011000000000000005
healthy,46,2,-0.03300000000000001
healthy,46,3,-0.005000000000000007
healthy,46,4,0.010999999999999996
healthy,46,5,0.010999999999999996
healthy,47,1,0.011000000000000005
healthy,47,2,-0.03300000000000001
healthy,47,3,-0.005000000000000007
healthy,47,4,0.010999999999999996
healthy,47,5,0.010999999999999996
healthy,48,1,0.011000000000000005
healthy,48,2,-0.03300000000000001
healthy,48,3,-0.005000000000000007
healthy,48,4,0.010999999999999996
healthy,48,5,0.010999999999999996
healthy,49,1,0.011000000000000005
healthy,49,2,-0.03300000000000001
healthy,49,3,-0.005000000000000007
healthy,49,4,0.010999999999999996
healthy,49,5,0.010999999999999996
healthy,50,1,0.011000000000000005
healthy,50,2,-0.03300000000000001
healthy,50,3,-0.005000000000000007
healthy,50,4,0.010999999999999996
healthy,50,5,0.010999999999999996
depleted,1,1,0.006000000000000008
depleted,1,2,0.014000000000000016
depleted,1,3,0.0050000000000000235
depleted,1,4,-0.005999999999999997
depleted,1,5,-0.022000000000000026
depleted,2,1,0.006000000000000008
depleted,2,2,0.014000000000000016
depleted,2,3,0.0050000000000000235
depleted,2,4,-0.005999999999999997
depleted,2,5,-0.022000000000000026
depleted,3,1,0.006000000000000008
depleted,3,2,0.014000000000000016
depleted,3,3,0.0050000000000000235
depleted,3,4,-0.005999999999999997
depleted,3,5,-0.022000000000000026
depleted,4,1,0.006000000000000008
depleted,4,2,0.014000000000000016
depleted,4,3,0.0050000000000000235
depleted,4,4,-0.005999999999999997
depleted,4,5,-0.022000000000000026
depleted,5,1,0.006000000000000008
depleted,5,2,0.014000000000000016
depleted,5,3,0.0050000000000000235
depleted,5,4,-0.005999999999999997
depleted,5,5,-0.022000000000000026
depleted,6,1,0.006000000000000008
depleted,6,2,0.014000000000000016
depleted,6,3,0.0050000000000000235
depleted,6,4,-0.005999999999999997
depleted,6,5,-0.022000000000000026
depleted,7,1,0.006000000000000008
depleted,7,2,0.014000000000000016
depleted,7,3,0.0050000000000000235
depleted,7,4,-0.005999999999999997
depleted,7,5,-0.022000000000000026
depleted,8,1,0.006000000000000008
depleted,8,2,0.014000000000000016
depleted,8,3,0.0050000000000000235
depleted,8,4,-0.005999999999999997
depleted,8,5,-0.022000000000000026
depleted,9,1,0.006000000000000008
depleted,9,2,0.014000000000000016
depleted,9,3,0.0050000000000000235
depleted,9,4,-0.005999999999999997
depleted,9,5,-0.022000000000000026
depleted,10,1,0.006000000000000008
depleted,10,2,0.014000000000000016
depleted,10,3,0.0050000000000000235
depleted,10,4,-0.005999999999999997
depleted,10,5,-0.022000000000000026
depleted,11,1,0.006000000000000008
depleted,11,2,0.014000000000000016
depleted,11,3,0.0050000000000000235
depleted,11,4,-0.005999999999999997
depleted,11,5,-0.022000000000000026
depleted,12,1,0.006000000000000008
depleted,12,2,0.014000000000000016
depleted,12,3,0.0050000000000000235
depleted,12,4,-0.005999999999999997
depleted,12,5,-0.022000000000000026
depleted,13,1,0.006000000000000008
depleted,13,2,0.014000000000000016
depleted,13,3,0.0050000000000000235
depleted,13,4,-0.005999999999999997
depleted,13,5,-0.022000000000000026
depleted,14,1,0.006000000000000008
depleted,14,2,0.014000000000000016
depleted,14,3,0.0050000000000000235
depleted,14,4,-0.005999999999999997
depleted,14,5,-0.022000000000000026
depleted,15,1,0.006000000000000008
depleted,15,2,0.014000000000000016
depleted,15,3,0.0050000000000000235
depleted,15,4,-0.005999999999999997
depleted,15,5,-0.022000000000000026
depleted,16,1,0.006000000000000008
depleted,16,2,0.014000000000000016
depleted,16,3,0.0050000000000000235
depleted,16,4,-0.005999999999999997
depleted,16,5,-0.022000000000000026
depleted,17,1,0.006000000000000008
depleted,17,2,0.014000000000000016
depleted,17,3,0.0050000000000000235
depleted,17,4,-0.005999999999999997
depleted,17,5,-0.022000000000000026
depleted,18,1,0.006000000000000008
depleted,18,2,0.014000000000000016
depleted,18,3,0.0050000000000000235
depleted,18,4,-0.005999999999999997
depleted,18,5,-0.022000000000000026
depleted,19,1,0.006000000000000008
depleted,19,2,0.014000000000000016
depleted,19,3,0.0050000000000000235
depleted,19,4,-0.005999999999999997
depleted,19,5,-0.022000000000000026
depleted,20,1,0.006000000000000008
depleted,20,2,0.014000000000000016
depleted,20,3,0.0050000000000000235
depleted,20,4,-0.005999999999999997
depleted,20,5,-0.022000000000000026
depleted,21,1,0.006000000000000008
depleted,21,2,0.014000000000000016
depleted,21,3,0.0050000000000000235
depleted,21,4,-0.005999999999999997
depleted,21,5,-0.022000000000000026
depleted,22,1,0.006000000000000008
depleted,22,2,0.014000000000000016
depleted,22,3,0.0050000000000000235
depleted,22,4,-0.005999999999999997
depleted,22,5,-0.022000000000000026
depleted,23,1,0.006000000000000008
depleted,23,2,0.014000000000000016
depleted,23,3,0.0050000000000000235
depleted,23,4,-0.005999999999999997
depleted,23,5,-0.022000000000000026
depleted,24,1,0.006000000000000008
depleted,24,2,0.014000000000000016
depleted,24,3,0.0050000000000000235
depleted,24,4,-0.005999999999999997
depleted,24,5,-0.022000000000000026
depleted,25,1,0.006000000000000008
depleted,25,2,0.014000000000000016
depleted,25,3,0.0050000000000000235
depleted,25,4,-0.005999999999999997
depleted,25,5,-0.022000000000000026
depleted,26,1,0.006000000000000008
depleted,26,2,0.014000000000000016
depleted,26,3,0.0050000000000000235
depleted,26,4,-0.005999999999999997
depleted,26,5,-0.022000000000000026
depleted,27,1,0.006000000000000008
depleted,27,2,0.014000000000000016
depleted,27,3,0.0050000000000000235
depleted,27,4,-0.005999999999999997
depleted,27,5,-0.022000000000000026
depleted,28,1,0.006000000000000008
depleted,28,2,0.014000000000000016
depleted,28,3,0.0050000000000000235
depleted,28,4,-0.005999999999999997
depleted,28,5,-0.022000000000000026
depleted,29,1,0.006000000000000008
depleted,29,2,0.014000000000000016
depleted,29,3,0.0050000000000000235
depleted,29,4,-0.005999999999999997
depleted,29,5,-0.022000000000000026
depleted,30,1,0.006000000000000008
depleted,30,2,0.014000000000000016
depleted,30,3,0.0050000000000000235
depleted,30,4,-0.005999999999999997
depleted,30,5,-0.022000000000000026
depleted,31,1,0.006000000000000008
depleted,31,2,0.014000000000000016
depleted,31,3,0.0050000000000000235
depleted,31,4,-0.005999999999999997
depleted,31,5,-0.022000000000000026
depleted,32,1,0.006000000000000008
depleted,32,2,0.014000000000000016
depleted,32,3,0.0050000000000000235
depleted,32,4,-0.005999999999999997
depleted,32,5,-0.022000000000000026
depleted,33,1,0.006000000000000008
depleted,33,2,0.014000000000000016
depleted,33,3,0.0050000000000000235
depleted,33,4,-0.005999999999999997
depleted,33,5,-0.022000000000000026
depleted,34,1,0.006000000000000008
depleted,34,2,0.014000000000000016
depleted,34,3,0.0050000000000000235
depleted,34,4,-0.005999999999999997
depleted,34,5,-0.022000000000000026
depleted,35,1,0.006000000000000008
depleted,35,2,0.014000000000000016
depleted,35,3,0.0050000000000000235
depleted,35,4,-0.005999999999999997
depleted,35,5,-0.022000000000000026
depleted,36,1,0.006000000000000008
depleted,36,2,0.014000000000000016
depleted,36,3,0.0050000000000000235
depleted,36,4,-0.005999999999999997
depleted,36,5,-0.022000000000000026
depleted,37,1,0.006000000000000008
depleted,37,2,0.014000000000000016
depleted,37,3,0.0050000000000000235
depleted,37,4,-0.005999999999999997
depleted,37,5,-0.022000000000000026
depleted,38,1,0.006000000000000008
depleted,38,2,0.014000000000000016
depleted,38,3,0.0050000000000000235
depleted,38,4,-0.005999999999999997
depleted,38,5,-0.022000000000000026
depleted,39,1,0.006000000000000008
depleted,39,2,0.014000000000000016
depleted,39,3,0.0050000000000000235
depleted,39,4,-0.005999999999999997
depleted,39,5,-0.022000000000000026
depleted,40,1,0.006000000000000008
depleted,40,2,0.014000000000000016
depleted,40,3,0.0050000000000000235
depleted,40,4,-0.005999999999999997
depleted,40,5,-0.022000000000000026
depleted,41,1,0.006000000000000008
depleted,41,2,0.014000000000000016
depleted,41,3,0.0050000000000000235
depleted,41,4,-0.005999999999999997
depleted,41,5,-0.022000000000000026
depleted,42,1,0.006000000000000008
depleted,42,2,0.014000000000000016
depleted,42,3,0.0050000000000000235
depleted,42,4,-0.005999999999999997
depleted,42,5,-0.022000000000000026
depleted,43,1,0.006000000000000008
depleted,43,2,0.014000000000000016
depleted,43,3,0.0050000000000000235
depleted,43,4,-0.005999999999999997
depleted,43,5,-0.022000000000000026
depleted,44,1,0.006000000000000008
depleted,44,2,0.014000000000000016
depleted,44,3,0.0050000000000000235
depleted,44,4,-0.005999999999999997
depleted,44,5,-0.022000000000000026
depleted,45,1,0.006000000000000008
depleted,45,2,0.014000000000000016
depleted,45,3,0.0050000000000000235
depleted,45,4,-0.005999999999999997
depleted,45,5,-0.022000000000000026
depleted,46,1,0.006000000000000008
depleted,46,2,0.014000000000000016
depleted,46,3,0.0050000000000000235
depleted,46,4,-0.005999999999999997
depleted,46,5,-0.022000000000000026
depleted,47,1,0.006000000000000008
depleted,47,2,0.014000000000000016
depleted,47,3,0.0050000000000000235
depleted,47,4,-0.005999999999999997
depleted,47,5,-0.022000000000000026
depleted,48,1,0.006000000000000008
depleted,48,2,0.014000000000000016
depleted,48,3,0.0050000000000000235
depleted,48,4,-0.005999999999999997
depleted,48,5,-0.022000000000000026
depleted,49,1,0.006000000000000008
depleted,49,2,0.014000000000000016
depleted,49,3,0.0050000000000000235
depleted,49,4,-0.005999999999999997
depleted,49,5,-0.022000000000000026
depleted,50,1,0.006000000000000008
depleted,50,2,0.014000000000000016
depleted,50,3,0.0050000000000000235
depleted,50,4,-0.005999999999999997
depleted,50,5,-0.022000000000000026
overactive,1,1,0.138
overactive,1,2,0.033000000000000015
overactive,1,3,0.02200000000000001
overactive,1,4,-0.014000000000000004
overactive,1,5,-0.015999999999999997
overactive,2,1,0.138
overactive,2,2,0.033000000000000015
overactive,2,3,0.02200000000000001
overactive,2,4,-0.014000000000000004
overactive,2,5,-0.015999999999999997
overactive,3,1,0.138
overactive,3,2,0.033000000000000015
overactive,3,3,0.02200000000000001
overactive,3,4,-0.014000000000000004
overactive,3,5,-0.015999999999999997
overactive,4,1,0.138
overactive,4,2,0.033000000000000015
overactive,4,3,0.02200000000000001
overactive,4,4,-0.014000000000000004
overactive,4,5,-0.015999999999999997
overactive,5,1,0.138
overactive,5,2,0.033000000000000015
overactive,5,3,0.02200000000000001
overactive,5,4,-0.014000000000000004
overactive,5,5,-0.015999999999999997
overactive,6,1,0.138
overactive,6,2,0.033000000000000015
overactive,6,3,0.02200000000000001
overactive,6,4,-0.014000000000000004
overactive,6,5,-0.015999999999999997
overactive,7,1,0.138
overactive,7,2,0.033000000000000015
overactive,7,3,0.02200000000000001
overactive,7,4,-0.014000000000000004
overactive,7,5,-0.015999999999999997
overactive,8,1,0.138
overactive,8,2,0.033000000000000015
overactive,8,3,0.02200000000000001
overactive,8,4,-0.014000000000000004
overactive,8,5,-0.015999999999999997
overactive,9,1,0.138
overactive,9,2,0.033000000000000015
overactive,9,3,0.02200000000000001
overactive,9,4,-0.014000000000000004
overactive,9,5,-0.015999999999999997
overactive,10,1,0.138
overactive,10,2,0.033000000000000015
overactive,10,3,0.02200000000000001
overactive,10,4,-0.014000000000000004
overactive,10,5,-0.015999999999999997
overactive,11,1,0.138
overactive,11,2,0.033000000000000015
overactive,11,3,0.02200000000000001
overactive,11,4,-0.014000000000000004
overactive,11,5,-0.015999999999999997
overactive,12,1,0.138
overactive,12,2,0.033000000000000015
overactive,12,3,0.02200000000000001
overactive,12,4,-0.014000000000000004
overactive,12,5,-0.015999999999999997
overactive,13,1,0.138
overactive,13,2,0.033000000000000015
overactive,13,3,0.02200000000000001
overactive,13,4,-0.014000000000000004
overactive,13,5,-0.015999999999999997
overactive,14,1,0.138
overactive,14,2,0.033000000000000015
overactive,14,3,0.02200000000000001
overactive,14,4,-0.014000000000000004
overactive,14,5,-0.015999999999999997
overactive,15,1,0.138
overactive,15,2,0.033000000000000015
overactive,15,3,0.02200000000000001
overactive,15,4,-0.014000000000000004
overactive,15,5,-0.015999999999999997
overactive,16,1,0.138
overactive,16,2,0.033000000000000015
overactive,16,3,0.02200000000000001
overactive,16,4,-0.014000000000000004
overactive,16,5,-0.015999999999999997
overactive,17,1,0.138
overactive,17,2,0.033000000000000015
overactive,17,3,0.02200000000000001
overactive,17,4,-0.014000000000000004
overactive,17,5,-0.015999999999999997
overactive,18,1,0.138
overactive,18,2,0.033000000000000015
overactive,18,3,0.02200000000000001
overactive,18,4,-0.014000000000000004
overactive,18,5,-0.015999999999999997
overactive,19,1,0.138
overactive,19,2,0.033000000000000015
overactive,19,3,0.02200000000000001
overactive,19,4,-0.014000000000000004
overactive,19,5,-0.015999999999999997
overactive,20,1,0.138
overactive,20,2,0.033000000000000015
overactive,20,3,0.02200000000000001
overactive,20,4,-0.014000000000000004
overactive,20,5,-0.015999999999999997
overactive,21,1,0.138
overactive,21,2,0.033000000000000015
overactive,21,3,0.02200000000000001
overactive,21,4,-0.014000000000000004
overactive,21,5,-0.015999999999999997
overactive,22,1,0.138
overactive,22,2,0.033000000000000015
overactive,22,3,0.02200000000000001
overactive,22,4,-0.014000000000000004
overactive,22,5,-0.015999999999999997
overactive,23,1,0.138
overactive,23,2,0.033000000000000015
overactive,23,3,0.02200000000000001
overactive,23,4,-0.014000000000000004
overactive,23,5,-0.015999999999999997
overactive,24,1,0.138
overactive,24,2,0.033000000000000015
overactive,24,3,0.02200000000000001
overactive,24,4,-0.014000000000000004
overactive,24,5,-0.015999999999999997
overactive,25,1,0.138
overactive,25,2,0.033000000000000015
overactive,25,3,0.02200000000000001
overactive,25,4,-0.014000000000000004
overactive,25,5,-0.015999999999999997
overactive,26,1,0.138
overactive,26,2,0.033000000000000015
overactive,26,3,0.02200000000000001
overactive,26,4,-0.014000000000000004
overactive,26,5,-0.015999999999999997
overactive,27,1,0.138
overactive,27,2,0.033000000000000015
overactive,27,3,0.02200000000000001
overactive,27,4,-0.014000000000000004
overactive,27,5,-0.015999999999999997
overactive,28,1,0.138
overactive,28,2,0.033000000000000015
overactive,28,3,0.02200000000000001
overactive,28,4,-0.014000000000000004
overactive,28,5,-0.015999999999999997
overactive,29,1,0.138
overactive,29,2,0.033000000000000015
overactive,29,3,0.02200000000000001
overactive,29,4,-0.014000000000000004
overactive,29,5,-0.015999999999999997
overactive,30,1,0.138
overactive,30,2,0.033000000000000015
overactive,30,3,0.02200000000000001
overactive,30,4,-0.014000000000000004
overactive,30,5,-0.015999999999999997
overactive,31,1,0.138
overactive,31,2,0.033000000000000015
overactive,31,3,0.02200000000000001
overactive,31,4,-0.014000000000000004
overactive,31,5,-0.015999999999999997
overactive,32,1,0.138
overactive,32,2,0.033000000000000015
overactive,32,3,0.02200000000000001
overactive,32,4,-0.014000000000000004
overactive,32,5,-0.015999999999999997
overactive,33,1,0.138
overactive,33,2,0.033000000000000015
overactive,33,3,0.02200000000000001
overactive,33,4,-0.014000000000000004
overactive,33,5,-0.015999999999999997
overactive,34,1,0.138
overactive,34,2,0.033000000000000015
overactive,34,3,0.02200000000000001
overactive,34,4,-0.014000000000000004
overactive,34,5,-0.015999999999999997
overactive,35,1,0.138
overactive,35,2,0.033000000000000015
overactive,35,3,0.02200000000000001
overactive,35,4,-0.014000000000000004
overactive,35,5,-0.015999999999999997
overactive,36,1,0.138
overactive,36,2,0.033000000000000015
overactive,36,3,0.02200000000000001
overactive,36,4,-0.014000000000000004
overactive,36,5,-0.015999999999999997
overactive,37,1,0.138
overactive,37,2,0.033000000000000015
overactive,37,3,0.02200000000000001
overactive,37,4,-0.014000000000000004
overactive,37,5,-0.015999999999999997
overactive,38,1,0.138
overactive,38,2,0.033000000000000015
overactive,38,3,0.02200000000000001
overactive,38,4,-0.014000000000000004
overactive,38,5,-0.015999999999999997
overactive,39,1,0.138
overactive,39,2,0.033000000000000015
overactive,39,3,0.02200000000000001
overactive,39,4,-0.014000000000000004
overactive,39,5,-0.015999999999999997
overactive,40,1,0.138
overactive,40,2,0.033000000000000015
overactive,40,3,0.02200000000000001
overactive,40,4,-0.014000000000000004
overactive,40,5,-0.015999999999999997
overactive,41,1,0.138
overactive,41,2,0.033000000000000015
overactive,41,3,0.02200000000000001
overactive,41,4,-0.014000000000000004
overactive,41,5,-0.015999999999999997
overactive,42,1,0.138
overactive,42,2,0.033000000000000015
overactive,42,3,0.02200000000000001
overactive,42,4,-0.014000000000000004
overactive,42,5,-0.015999999999999997
overactive,43,1,0.138
overactive,43,2,0.033000000000000015
overactive,43,3,0.02200000000000001
overactive,43,4,-0.014000000000000004
overactive,43,5,-0.015999999999999997
overactive,44,1,0.138
overactive,44,2,0.033000000000000015
overactive,44,3,0.02200000000000001
overactive,44,4,-0.014000000000000004
overactive,44,5,-0.015999999999999997
overactive,45,1,0.138
overactive,45,2,0.033000000000000015
overactive,45,3,0.02200000000000001
overactive,45,4,-0.014000000000000004
overactive,45,5,-0.015999999999999997
overactive,46,1,0.138
overactive,46,2,0.033000000000000015
overactive,46,3,0.02200000000000001
overactive,46,4,-0.014000000000000004
overactive,46,5,-0.015999999999999997
overactive,47,1,0.138
overactive,47,2,0.033000000000000015
overactive,47,3,0.02200000000000001
overactive,47,4,-0.014000000000000004
overactive,47,5,-0.015999999999999997
overactive,48,1,0.138
overactive,48,2,0.033000000000000015
overactive,48,3,0.02200000000000001
overactive,48,4,-0.014000000000000004
overactive,48,5,-0.015999999999999997
overactive,49,1,0.138
overactive,49,2,0.033000000000000015
overactive,49,3,0.02200000000000001
overactive,49,4,-0.014000000000000004
overactive,49,5,-0.015999999999999997
overactive,50,1,0.138
overactive,50,2,0.033000000000000015
overactive,50,3,0.02200000000000001
overactive,50,4,-0.014000000000000004
overactive,50,5,-0.015999999999999997
